EnsembleGI	Chromosome	Gene_Start	Gene_End	Complement	Coding
ENSG00000269951.1	15	77067654	77068325	1	0
ENSG00000269952.1	10	35210416	35210750	0	0
ENSG00000269954.1	8	11552488	11552991	1	0
ENSG00000269955.2	7	139341360	139422599	0	1
ENSG00000269956.1	1	46538696	46570255	0	0
ENSG00000269957.5	9	24545952	24591993	0	0
ENSG00000269958.1	14	103696353	103697163	0	0
ENSG00000269959.1	19	51685363	51693456	1	0
ENSG00000269961.1	5	65924629	65925135	1	0
ENSG00000269964.2	6	77690658	77926974	0	1
ENSG00000269966.1	6	71295173	71417436	1	0
ENSG00000269967.1	1	31851913	31921841	1	0
ENSG00000269968.1	12	6537794	6538370	1	0
ENSG00000269970.1	9	122372605	122372825	0	0
ENSG00000269971.1	1	27773858	27774041	0	0
ENSG00000269972.1	22	30977516	30977858	1	0
ENSG00000269973.1	2	9936360	9939590	0	0
ENSG00000269974.1	15	30648797	30649529	0	0
ENSG00000269976.1	2	20586248	20586686	1	0
ENSG00000269978.1	1	7700704	7700970	1	0
ENSG00000269980.1	12	123262060	123262402	0	0
ENSG00000269981.1	1	137682	137965	1	0
ENSG00000269982.1	3	9958717	9962539	0	0
ENSG00000269983.1	5	70449636	70450353	0	0
ENSG00000269984.1	3	169777192	169780334	1	0
ENSG00000269985.1	6	5451683	5458075	1	0
ENSG00000269986.1	16	63066526	63066990	1	0
ENSG00000269987.1	22	30976515	30978848	1	0
ENSG00000269989.1	18	63485601	63486018	0	0
ENSG00000269993.1	X	151182386	151182855	0	0
ENSG00000269994.1	9	87008455	87042126	1	0
ENSG00000269997.1	12	123966077	123966629	1	0
ENSG00000269998.1	1	97933474	97941746	1	0
ENSG00000270000.1	14	74471930	74472360	1	0
ENSG00000270001.1	20	23631826	23632316	1	0
ENSG00000270002.1	10	85644073	85648066	0	0
ENSG00000270006.2	16	87317509	87318043	0	0
ENSG00000270008.1	13	32425358	32432954	1	0
ENSG00000270011.6	19	9324174	9382617	0	1
ENSG00000270012.1	X	49273054	49275768	0	0
ENSG00000270015.1	15	30926514	30928407	0	0
ENSG00000270016.1	15	30607695	30608193	1	0
ENSG00000270017.1	15	94855586	94857011	1	0
ENSG00000270019.1	2	113888203	113889750	1	0
ENSG00000270020.1	16	86520383	86523897	1	0
ENSG00000270021.1	5	135399280	135401296	0	0
ENSG00000270022.3	22	42615244	42615907	0	0
ENSG00000270024.5	8	66667596	66860472	0	1
ENSG00000270025.2	10	48050282	48060016	1	0
ENSG00000270028.1	12	123925461	123926083	1	0
ENSG00000270030.1	11	325703	326294	1	0
ENSG00000270031.1	1	27819983	27820341	0	0
ENSG00000270033.1	17	62272487	62282915	1	1
ENSG00000270035.1	1	7698303	7698872	1	0
ENSG00000270036.1	15	76343642	76344365	0	0
ENSG00000270038.1	14	95644508	95645232	0	0
ENSG00000270039.1	12	57803838	57804415	0	0
ENSG00000270040.1	1	39206512	39206957	0	0
ENSG00000270048.1	12	123962555	123962817	1	0
ENSG00000270049.2	16	67481314	67505063	0	0
ENSG00000270050.1	X	102599657	102659712	1	0
ENSG00000270052.1	X	151497726	151498354	0	0
ENSG00000270055.1	15	30487963	30490313	0	0
ENSG00000270058.1	16	86221423	86222729	1	0
ENSG00000270059.1	3	65359268	65359717	1	0
ENSG00000270060.1	11	47168281	47169563	1	0
ENSG00000270061.1	12	123969990	123970344	1	0
ENSG00000270062.1	14	50723777	50724272	1	0
ENSG00000270066.3	1	109100193	109100619	0	0
ENSG00000270067.1	5	112893333	112894001	0	0
ENSG00000270068.1	12	6723233	6723687	0	0
ENSG00000270069.1	X	45745211	45770274	1	0
ENSG00000270071.1	21	16291791	16308133	1	0
ENSG00000270072.1	11	47513605	47514889	1	0
ENSG00000270073.1	Y	6726117	6728696	0	0
ENSG00000270074.1	8	12412827	12414373	0	0
ENSG00000270075.1	10	104312141	104313881	0	0
ENSG00000270076.1	8	11202965	11203671	0	0
ENSG00000270077.1	8	97144170	97144723	0	0
ENSG00000270082.1	16	87326987	87327584	0	0
ENSG00000270083.1	22	42089630	42090028	1	0
ENSG00000270084.1	1	173863248	173863941	0	0
ENSG00000270087.5	10	75279726	75401246	1	0
ENSG00000270090.5	4	3544555	3548796	0	0
ENSG00000270091.1	17	19896590	19897287	1	0
ENSG00000270093.1	21	16643529	16645065	0	0
ENSG00000270094.1	1	228394290	228396967	0	0
ENSG00000270095.1	12	123971457	123971714	1	0
ENSG00000270096.1	3	169794962	169796213	0	0
ENSG00000270098.1	4	71434405	71437924	1	0
ENSG00000270099.1	10	95860548	95924844	0	1
ENSG00000270100.1	2	20678254	20678932	1	0
ENSG00000270103.3	1	28648600	28648730	0	0
ENSG00000270104.1	1	228384114	228385016	1	0
ENSG00000270105.1	11	322186	322727	1	0
ENSG00000270106.5	1	231528653	231819244	0	1
ENSG00000270108.1	14	103687576	103688127	0	0
ENSG00000270110.1	1	228295911	228302998	1	0
ENSG00000270111.2	10	10418739	10462349	1	0
ENSG00000270112.3	18	46756487	46764408	0	0
ENSG00000270114.1	7	154026287	154038604	1	0
ENSG00000270115.1	1	33261212	33261680	0	0
ENSG00000270116.1	21	37100814	37101343	0	0
ENSG00000270117.1	11	65498010	65498405	1	0
ENSG00000270118.1	16	28454141	28454511	1	0
ENSG00000270120.1	16	50712844	50713589	0	0
ENSG00000270123.3	5	136080471	136080597	1	0
ENSG00000270124.1	16	85580009	85583571	1	0
ENSG00000270127.2	15	100547765	100550153	1	0
ENSG00000270130.1	12	123960717	123961244	1	0
ENSG00000270131.1	8	96140572	96140944	1	0
ENSG00000270132.1	8	133229056	133229697	0	0
ENSG00000270133.1	5	94611906	94618122	1	0
ENSG00000270135.1	3	169793495	169793966	0	0
ENSG00000270136.5	1	19596979	19658056	0	1
ENSG00000270137.1	8	132826179	132826903	0	0
ENSG00000270139.1	21	16417139	16419080	1	0
ENSG00000270140.1	14	73905267	73905636	0	0
ENSG00000270141.3	3	169764520	169765060	1	0
ENSG00000270147.1	4	56396312	56396871	0	0
ENSG00000270149.5	1	160997957	161038962	1	1
ENSG00000270154.1	8	12476462	12477122	0	0
ENSG00000270157.1	7	141662922	141663846	1	0
ENSG00000270159.1	16	85792415	85792933	0	0
ENSG00000270160.1	11	128614340	128615236	1	0
ENSG00000270164.1	19	41535183	41536904	0	0
ENSG00000270165.1	16	67738588	67739922	1	0
ENSG00000270166.1	9	84078584	84078857	0	0
ENSG00000270168.2	16	2988256	3002016	0	1
ENSG00000270170.1	3	196942623	196943540	0	1
ENSG00000270171.1	1	7693124	7694844	1	0
ENSG00000270174.1	6	5664985	5695272	1	0
ENSG00000270175.1	12	53500162	53500936	1	0
ENSG00000270177.1	5	134226410	134227827	0	0
ENSG00000270178.1	3	179804063	179804366	0	0
ENSG00000270179.1	11	113368478	113369117	0	0
ENSG00000270181.1	13	102807354	102872398	0	1
ENSG00000270182.1	7	27158344	27158976	0	0
ENSG00000270184.1	16	85784382	85787617	0	0
ENSG00000270185.1	15	21017800	21017816	1	1
ENSG00000270187.1	2	97386082	97386368	0	0
ENSG00000270188.1	1	237943724	237945275	1	1
ENSG00000270189.1	X	53169097	53170914	0	0
ENSG00000270190.1	2	111266868	111267473	1	0
ENSG00000270191.1	19	22298977	22299868	1	0
ENSG00000270192.1	10	57982285	57982993	0	0
ENSG00000270193.1	2	95616492	95617233	0	0
ENSG00000270194.1	3	37241789	37244177	1	0
ENSG00000270195.1	4	1712821	1713622	0	0
ENSG00000270196.1	7	29551521	29552151	0	0
ENSG00000270200.1	7	148649547	148650240	0	0
ENSG00000270202.1	11	111107060	111107750	1	0
ENSG00000270204.1	11	114517864	114518371	0	0
ENSG00000270207.1	3	7606890	7607897	1	0
ENSG00000270209.1	1	58552913	58553333	1	0
ENSG00000270210.1	2	28425945	28426719	0	0
ENSG00000270212.1	19	33283978	33285739	1	0
ENSG00000270218.1	15	65026088	65026676	0	0
ENSG00000270222.1	16	59655602	59656336	0	0
ENSG00000270223.1	X	74009389	74011468	1	0
ENSG00000270225.1	5	100052859	100053539	1	0
ENSG00000270226.1	22	17012404	17012932	0	0
ENSG00000270228.1	4	67718996	67724262	1	0
ENSG00000270230.1	5	100046450	100046970	0	0
ENSG00000270231.3	1	120436353	120467739	0	0
ENSG00000270232.1	5	100045928	100046374	1	0
ENSG00000270234.1	10	8724010	8724288	0	0
ENSG00000270236.1	9	69107926	69108217	1	0
ENSG00000270240.2	17	35868967	35885863	0	0
ENSG00000270241.1	1	34276859	34277292	1	0
ENSG00000270242.1	Y	8614220	8615597	0	0
ENSG00000270243.1	5	172785262	172785424	1	0
ENSG00000270244.1	4	76886029	76886370	1	0
ENSG00000270246.3	15	25041918	25042428	0	0
ENSG00000270248.1	19	52110318	52110726	1	0
ENSG00000270249.1	7	102541501	102592444	1	1
ENSG00000270251.1	X	120986388	120986639	0	0
ENSG00000270252.1	2	97348899	97349179	0	0
ENSG00000270255.1	8	19001627	19001950	0	0
ENSG00000270257.1	4	67638177	67638359	0	0
ENSG00000270258.1	10	45055656	45056268	0	0
ENSG00000270259.2	9	137286112	137287236	0	0
ENSG00000270264.1	17	59885015	59885552	0	0
ENSG00000270265.1	4	151333775	151353224	1	0
ENSG00000270268.1	X	79369364	79370165	1	0
ENSG00000270269.1	11	63632233	63632720	0	0
ENSG00000270270.1	19	19870723	19871299	1	0
ENSG00000270273.1	12	39539581	39539851	1	0
ENSG00000270275.1	8	54479597	54479963	1	0
ENSG00000270276.2	1	149854045	149861210	1	1
ENSG00000270277.1	2	178548884	178550681	0	0
ENSG00000270279.1	20	58754351	58756838	0	0
ENSG00000270280.1	X	43000174	43000396	0	0
ENSG00000270281.1	19	34779412	34780021	1	0
ENSG00000270282.1	1	8512653	8513021	0	0
ENSG00000270285.1	3	48039267	48039490	0	0
ENSG00000270287.1	1	226411615	226412135	1	0
ENSG00000270289.1	2	180473137	180473419	1	0
ENSG00000270292.1	4	67725183	67726395	1	0
ENSG00000270293.1	19	57150513	57150978	0	0
ENSG00000270294.1	10	109680442	109681041	0	0
ENSG00000270296.1	12	12771351	12771705	1	0
ENSG00000270299.1	20	646626	675800	1	1
ENSG00000270300.2	10	119793589	119816642	1	0
ENSG00000270301.1	15	28857882	28858398	1	0
ENSG00000270302.1	4	152308283	152309983	1	0
ENSG00000270304.1	15	37253879	37254952	0	0
ENSG00000270306.1	6	51385282	51385849	1	0
ENSG00000270307.1	5	100051920	100052597	1	0
ENSG00000270308.1	X	99656997	99657381	0	0
ENSG00000270313.1	16	85278820	85279035	1	0
ENSG00000270314.1	7	7735743	7736851	1	0
ENSG00000270316.1	10	102854272	102901899	0	1
ENSG00000270317.1	19	22501699	22501948	1	0
ENSG00000270318.1	16	33858896	33859352	1	0
ENSG00000270321.1	3	177954066	177959798	1	0
ENSG00000270322.1	15	90281848	90282031	1	0
ENSG00000270323.1	11	73640479	73641037	0	0
ENSG00000270324.1	17	62978494	62978841	1	0
ENSG00000270325.1	19	19856975	19857527	0	0
ENSG00000270326.1	6	28319660	28319852	1	0
ENSG00000270328.1	8	56776283	56776874	0	0
ENSG00000270330.1	1	7942372	7942726	0	0
ENSG00000270332.1	9	104080024	104093073	1	0
ENSG00000270333.1	10	109661814	109662050	0	0
ENSG00000270335.1	2	62348948	62350739	1	0
ENSG00000270336.1	4	167741879	167742287	1	0
ENSG00000270339.2	1	146344006	146344790	1	1
ENSG00000270342.1	1	106544342	106544744	1	0
ENSG00000270343.1	14	81259565	81260239	1	0
ENSG00000270344.2	12	89525654	89548005	0	0
ENSG00000270347.1	19	53657400	53658462	1	0
ENSG00000270350.1	5	100050359	100050650	1	0
ENSG00000270352.1	10	63658074	63658521	0	0
ENSG00000270354.1	2	64208498	64208716	1	0
ENSG00000270356.1	15	22194885	22195317	1	0
ENSG00000270359.1	14	48319068	48319394	1	0
ENSG00000270361.1	1	154937370	154938059	0	0
ENSG00000270362.1	6	79233718	79236797	0	0
ENSG00000270367.1	3	39285985	39287920	0	0
ENSG00000270369.1	10	47484457	47484754	1	0
ENSG00000270371.1	14	105785505	105785831	1	0
ENSG00000270372.1	9	10948372	10948481	1	0
ENSG00000270377.1	3	32243847	32244018	1	0
ENSG00000270378.1	15	51351100	51351192	1	0
ENSG00000270379.5	17	35854946	35868891	1	1
ENSG00000270380.1	1	110456505	110457354	1	0
ENSG00000270381.1	13	45263690	45263915	0	0
ENSG00000270382.1	6	52657373	52657651	0	0
ENSG00000270384.1	1	145431527	145431693	1	0
ENSG00000270385.1	16	87892955	87893735	0	0
ENSG00000270387.1	4	147916529	147917386	1	0
ENSG00000270388.1	5	100051133	100051916	1	0
ENSG00000270390.1	2	142947300	142948086	1	0
ENSG00000270392.2	1	120432204	120434052	1	0
ENSG00000270393.1	22	19018043	19018916	1	0
ENSG00000270394.3	4	116298876	116300320	0	1
ENSG00000270395.1	12	31254361	31254445	1	0
ENSG00000270397.1	X	120952344	120952595	0	0
ENSG00000270400.1	13	83145540	83145903	0	0
ENSG00000270401.1	16	33965655	33966091	1	0
ENSG00000270402.1	19	19708965	19710465	0	0
ENSG00000270403.1	11	117668483	117668858	0	0
ENSG00000270405.1	7	152366763	152367015	0	0
ENSG00000270409.1	3	15732252	15733470	0	0
ENSG00000270411.1	20	58097267	58097591	0	0
ENSG00000270412.1	9	98943337	98943775	1	0
ENSG00000270413.1	X	114900359	114900574	1	0
ENSG00000270415.1	13	81114866	81115295	1	0
ENSG00000270416.2	8	85802574	85806435	1	0
ENSG00000270419.1	6	163413065	163413960	1	0
ENSG00000270421.1	10	63358745	63359104	0	0
ENSG00000270422.1	2	31651381	31651862	0	0
ENSG00000270423.1	11	109985243	109985660	1	0
ENSG00000270424.1	16	28749959	28750595	1	0
ENSG00000270425.1	7	108720608	108721601	1	0
ENSG00000270426.1	4	184471924	184472609	1	0
ENSG00000270427.1	10	5776071	5776858	0	0
ENSG00000270429.1	12	45880950	45882266	1	0
ENSG00000270430.1	5	29105568	29106861	1	0
ENSG00000270431.1	X	115659713	115660022	0	0
ENSG00000270432.1	9	90751240	90752230	1	0
ENSG00000270433.1	14	23293852	23295798	0	0
ENSG00000270434.1	10	45812648	45812944	1	0
ENSG00000270435.1	11	6297189	6298606	1	0
ENSG00000270437.1	2	63083008	63087322	0	0
ENSG00000270440.1	16	5838131	5838661	1	0
ENSG00000270441.1	3	49140086	49160851	1	0
ENSG00000270442.1	5	155491336	155493598	0	0
ENSG00000270443.1	1	182433893	182434461	1	0
ENSG00000270444.1	13	39856710	39857094	1	0
ENSG00000270445.1	12	123441517	123441852	1	0
ENSG00000270446.1	X	87806433	87806769	1	0
ENSG00000270447.1	2	59514890	59515124	0	0
ENSG00000270449.1	11	104682383	104682581	1	0
ENSG00000270450.1	2	97372532	97372835	0	0
ENSG00000270451.1	15	21011451	21011469	1	1
ENSG00000270453.1	7	92442077	92442489	0	0
ENSG00000270455.1	Y	8554148	8556214	0	0
ENSG00000270456.1	X	120981529	120981779	0	0
ENSG00000270457.1	1	59289303	59289640	1	0
ENSG00000270458.1	12	55662337	55662501	1	0
ENSG00000270460.1	2	173811076	173811392	0	0
ENSG00000270462.1	2	75697583	75697996	0	0
ENSG00000270467.1	16	33802764	33803217	0	1
ENSG00000270469.1	18	14053951	14054761	0	0
ENSG00000270470.1	2	78437850	78438921	0	0
ENSG00000270472.2	16	32066065	32066358	0	1
ENSG00000270474.2	14	106356145	106356591	1	0
ENSG00000270475.1	19	22708834	22709314	1	0
ENSG00000270477.1	6	3693923	3694075	1	0
ENSG00000270479.1	19	23123188	23124088	1	0
ENSG00000270480.1	4	82691737	82692468	0	0
ENSG00000270482.1	12	118375350	118376275	1	0
ENSG00000270484.1	6	94442030	94443809	1	0
ENSG00000270487.1	6	156780327	156780455	1	0
ENSG00000270488.1	2	10874291	10874567	1	0
ENSG00000270490.1	15	66808404	66810560	0	0
ENSG00000270491.1	11	34742906	34743199	0	0
ENSG00000270492.1	3	129334586	129335074	0	0
ENSG00000270493.1	X	120937762	120938015	0	0
ENSG00000270494.1	10	68717311	68717795	1	0
ENSG00000270495.1	5	28808538	28809255	0	0
ENSG00000270496.1	13	18491904	18492419	0	0
ENSG00000270497.1	X	53065053	53065548	1	0
ENSG00000270499.1	X	46560928	46562749	1	0
ENSG00000270500.1	15	36571985	36572212	0	0
ENSG00000270503.1	14	39215065	39216335	0	0
ENSG00000270504.1	6	3751111	3753871	0	0
ENSG00000270505.1	15	22160431	22160868	1	1
ENSG00000270506.1	12	93035261	93035744	0	0
ENSG00000270507.1	1	88313153	88313302	0	0
ENSG00000270509.1	6	67933485	67934682	0	0
ENSG00000270510.1	11	87323709	87324359	1	0
ENSG00000270512.1	7	140282465	140282920	0	0
ENSG00000270513.1	5	42729138	42729519	0	0
ENSG00000270516.1	7	119178177	119179149	1	0
ENSG00000270518.2	19	22770937	22771191	0	0
ENSG00000270521.1	6	66710242	66710827	1	0
ENSG00000270522.1	13	43787591	43787852	0	0
ENSG00000270523.1	15	25130978	25131337	0	0
ENSG00000270524.1	X	113882590	113883667	0	0
ENSG00000270526.1	11	65514403	65514923	1	0
ENSG00000270528.1	2	28015777	28016482	1	0
ENSG00000270531.1	3	11529488	11529755	1	0
ENSG00000270532.1	2	85341281	85341838	1	0
ENSG00000270533.2	21	9975017	10119309	1	0
ENSG00000270535.1	Y	22881421	22881747	0	0
ENSG00000270538.1	3	49252129	49252264	1	0
ENSG00000270540.1	2	236367560	236369102	0	0
ENSG00000270541.1	10	55746551	55746908	0	0
ENSG00000270542.1	9	33449755	33449941	0	0
ENSG00000270544.1	19	34902202	34904195	1	0
ENSG00000270547.5	9	13406380	13433053	1	0
ENSG00000270549.1	1	62530636	62530873	0	0
ENSG00000270550.1	14	106335082	106335613	1	1
ENSG00000270552.1	10	42747544	42748687	1	0
ENSG00000270553.1	17	60513190	60513550	0	0
ENSG00000270554.1	3	182843521	182844619	1	0
ENSG00000270555.1	7	72768798	72769191	0	0
ENSG00000270557.1	2	157877683	157878565	0	0
ENSG00000270558.1	5	37286449	37286977	1	0
ENSG00000270560.1	5	156924119	156924710	0	0
ENSG00000270562.1	3	71584943	71587409	0	0
ENSG00000270569.1	2	57429548	57430693	1	0
ENSG00000270570.1	Y	8326240	8326408	1	0
ENSG00000270571.2	2	75154366	75189949	0	0
ENSG00000270574.1	2	178578790	178580906	0	0
ENSG00000270575.1	1	178194342	178194709	1	0
ENSG00000270576.1	14	73840520	73840609	1	0
ENSG00000270577.1	7	40115685	40115943	0	0
ENSG00000270578.1	11	95145437	95146004	0	0
ENSG00000270580.5	16	15104723	15131601	1	0
ENSG00000270583.1	X	95720243	95721144	0	0
ENSG00000270584.1	7	156263547	156263802	0	0
ENSG00000270585.1	1	220207618	220208282	0	0
ENSG00000270587.1	17	63610772	63611184	1	0
ENSG00000270588.1	11	39873782	39874388	0	0
ENSG00000270589.1	10	110910596	110912244	0	0
ENSG00000270591.1	14	103762803	103763277	0	0
ENSG00000270593.1	7	16849957	16850725	1	0
ENSG00000270598.1	1	226127178	226127346	0	0
ENSG00000270601.4	1	13254212	13263314	0	1
ENSG00000270604.5	6	30234039	30326134	1	0
ENSG00000270605.1	1	28239509	28241453	1	0
ENSG00000270606.1	17	8560471	8560962	0	0
ENSG00000270607.1	11	19710934	19712619	1	0
ENSG00000270610.1	14	70234495	70235095	0	0
ENSG00000270611.1	7	9850924	9851386	0	0
ENSG00000270612.1	5	160326693	160326969	0	0
ENSG00000270614.1	19	9348106	9348703	1	0
ENSG00000270615.1	1	69606855	69608301	1	0
ENSG00000270617.1	7	43866558	43906589	1	1
ENSG00000270618.1	14	23767662	23768998	0	0
ENSG00000270619.1	X	118278159	118283367	0	0
ENSG00000270620.1	1	15917698	15917908	1	0
ENSG00000270623.1	10	100143065	100143995	1	0
ENSG00000270624.1	19	34866352	34866919	0	0
ENSG00000270625.1	X	119222564	119223245	1	0
ENSG00000270627.1	9	78589158	78589539	0	0
ENSG00000270629.5	1	148531385	148679751	1	1
ENSG00000270631.1	1	115577229	115577786	1	0
ENSG00000270632.1	13	100198187	100198469	1	0
ENSG00000270634.1	7	147704294	147704575	1	0
ENSG00000270638.1	6	145735570	145737218	0	0
ENSG00000270639.1	9	4768617	4769895	1	0
ENSG00000270640.1	2	28396815	28397110	0	0
ENSG00000270641.1	X	73792205	73829231	0	0
ENSG00000270646.1	X	120976668	120976919	0	0
ENSG00000270647.5	17	35713791	35864615	0	1
ENSG00000270648.1	10	64762883	64763172	1	0
ENSG00000270652.1	21	36943267	36944125	0	0
ENSG00000270654.1	2	21362292	21364025	1	0
ENSG00000270655.1	6	143386581	143387409	0	0
ENSG00000270659.1	2	213152970	213153659	0	0
ENSG00000270661.1	6	112217640	112219570	1	0
ENSG00000270664.1	2	202995194	202995403	0	0
ENSG00000270665.1	4	72807267	72808192	0	0
ENSG00000270666.1	6	27515039	27515274	1	0
ENSG00000270669.1	4	77216416	77216878	1	0
ENSG00000270670.1	10	89837612	89839334	1	0
ENSG00000270672.1	7	142666272	142667718	0	1
ENSG00000270673.1	8	63167725	63168442	1	0
ENSG00000270677.1	2	36656322	36656941	1	0
ENSG00000270678.1	X	120932901	120933152	0	0
ENSG00000270679.1	19	44290081	44290911	0	0
ENSG00000270680.1	13	29339566	29339869	1	0
ENSG00000270681.1	4	151139991	151141103	0	0
ENSG00000270682.1	8	97788210	97788357	1	0
ENSG00000270683.1	9	25937912	25938434	0	0
ENSG00000270685.1	15	20639464	20639890	1	0
ENSG00000270688.1	9	86228815	86228983	0	0
ENSG00000270689.1	11	95143637	95145125	0	0
ENSG00000270690.1	15	65458574	65459534	0	0
ENSG00000270691.1	9	79850871	79851498	0	0
ENSG00000270694.1	7	72722885	72723089	0	0
ENSG00000270695.1	6	4529722	4530008	0	0
ENSG00000270696.1	2	75660462	75662208	0	0
ENSG00000270697.1	5	137761546	137761936	0	0
ENSG00000270698.1	16	85814425	85815062	1	0
ENSG00000270699.1	2	100377421	100377532	0	0
ENSG00000270701.1	11	81842435	81842669	1	0
ENSG00000270702.1	15	41718370	41718672	1	0
ENSG00000270704.3	15	24984864	24985173	0	0
ENSG00000270705.1	14	103207748	103207789	0	0
ENSG00000270706.1	5	177265580	177266588	1	0
ENSG00000270708.1	1	220220291	220220593	0	0
ENSG00000270709.1	X	145768095	145768342	0	0
ENSG00000270710.1	1	235565761	235566937	0	0
ENSG00000270711.1	1	180970837	180971247	0	0
ENSG00000270712.1	9	19957394	19958147	1	0
ENSG00000270713.1	14	38973399	38974085	1	0
ENSG00000270714.1	17	64747264	64747492	1	0
ENSG00000270716.1	19	20136933	20137233	0	0
ENSG00000270718.1	12	39170646	39170880	0	0
ENSG00000270719.1	1	117700029	117700242	1	0
ENSG00000270720.1	4	89119284	89119871	0	0
ENSG00000270722.1	1	145465617	145465780	1	0
ENSG00000270723.1	2	69873565	69873819	1	0
ENSG00000270725.1	13	97939356	97953539	0	0
ENSG00000270726.6	X	156004218	156022236	0	0
ENSG00000270727.1	10	20547171	20547422	0	0
ENSG00000270728.1	1	19297080	19297903	0	0
ENSG00000270729.1	7	143979121	143980225	1	0
ENSG00000270733.1	1	26263041	26263398	1	0
ENSG00000270734.1	16	14862380	14862749	1	0
ENSG00000270736.1	X	120966948	120967199	0	0
ENSG00000270739.1	3	16275060	16276632	1	0
ENSG00000270741.1	5	120658077	120658371	1	0
ENSG00000270742.1	1	61124733	61125202	0	0
ENSG00000270745.1	X	88982215	88982353	1	0
ENSG00000270747.1	X	48336899	48337169	1	0
ENSG00000270748.1	2	97046588	97046891	0	0
ENSG00000270749.1	7	57629285	57630151	0	0
ENSG00000270750.1	4	152320544	152321044	1	0
ENSG00000270751.1	4	152337655	152338098	0	0
ENSG00000270753.1	11	97086160	97086682	1	0
ENSG00000270754.1	10	65054460	65055003	0	0
ENSG00000270755.1	9	130044713	130045081	0	0
ENSG00000270757.1	2	197500413	197550726	0	1
ENSG00000270759.1	X	39791580	39791904	1	0
ENSG00000270760.1	19	36144081	36148348	1	0
ENSG00000270761.1	6	47477243	47477572	1	0
ENSG00000270762.1	10	42555440	42555724	0	0
ENSG00000270763.1	7	49258493	49259846	1	0
ENSG00000270764.1	7	105189190	105189814	0	0
ENSG00000270765.5	17	35744511	35752878	1	1
ENSG00000270766.1	12	31244440	31244685	0	0
ENSG00000270767.1	10	44488335	44488445	1	0
ENSG00000270771.1	X	120971808	120972059	0	0
ENSG00000270772.1	3	57800056	57801448	1	0
ENSG00000270773.1	3	129345411	129346164	0	0
ENSG00000270775.1	11	65025390	65026515	1	0
